week,staff_id,staff_name,role,service,present,roster_staff_id,is_off_roster
24,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,STF-39082289,0
25,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,STF-39082289,0
26,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,STF-39082289,0
27,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,STF-39082289,0
28,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,STF-39082289,0
29,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,STF-39082289,0
30,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,STF-39082289,0
31,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,STF-39082289,0
32,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,STF-39082289,0
33,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,STF-39082289,0
34,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,STF-39082289,0
35,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,STF-39082289,0
36,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,STF-39082289,0
37,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,STF-39082289,0
38,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,STF-39082289,0
39,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,STF-39082289,0
40,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,STF-39082289,0
41,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,STF-39082289,0
42,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,STF-39082289,0
43,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,STF-39082289,0
44,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,STF-39082289,0
45,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,STF-39082289,0
46,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,STF-39082289,0
47,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,STF-39082289,0
48,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,STF-39082289,0
49,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,STF-39082289,0
50,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,STF-39082289,0
51,STF-d114bde8,Abigail Shaffer,doctor,emergency,0,STF-39082289,0
52,STF-d114bde8,Abigail Shaffer,doctor,emergency,1,STF-39082289,0
1,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
2,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
3,STF-7dfe6d32,Gina Moore,doctor,emergency,0,STF-702887af,0
4,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
5,STF-7dfe6d32,Gina Moore,doctor,emergency,0,STF-702887af,0
6,STF-7dfe6d32,Gina Moore,doctor,emergency,0,STF-702887af,0
7,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
8,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
9,STF-7dfe6d32,Gina Moore,doctor,emergency,0,STF-702887af,0
10,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
11,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
12,STF-7dfe6d32,Gina Moore,doctor,emergency,0,STF-702887af,0
13,STF-7dfe6d32,Gina Moore,doctor,emergency,0,STF-702887af,0
14,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
15,STF-7dfe6d32,Gina Moore,doctor,emergency,0,STF-702887af,0
16,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
17,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
18,STF-7dfe6d32,Gina Moore,doctor,emergency,0,STF-702887af,0
19,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
20,STF-7dfe6d32,Gina Moore,doctor,emergency,0,STF-702887af,0
21,STF-7dfe6d32,Gina Moore,doctor,emergency,0,STF-702887af,0
22,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
23,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
24,STF-7dfe6d32,Gina Moore,doctor,emergency,0,STF-702887af,0
25,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
26,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
27,STF-7dfe6d32,Gina Moore,doctor,emergency,0,STF-702887af,0
28,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
29,STF-7dfe6d32,Gina Moore,doctor,emergency,0,STF-702887af,0
30,STF-7dfe6d32,Gina Moore,doctor,emergency,0,STF-702887af,0
31,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
32,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
33,STF-7dfe6d32,Gina Moore,doctor,emergency,0,STF-702887af,0
34,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
35,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
36,STF-7dfe6d32,Gina Moore,doctor,emergency,0,STF-702887af,0
37,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
38,STF-7dfe6d32,Gina Moore,doctor,emergency,0,STF-702887af,0
39,STF-7dfe6d32,Gina Moore,doctor,emergency,0,STF-702887af,0
40,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
41,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
42,STF-7dfe6d32,Gina Moore,doctor,emergency,0,STF-702887af,0
43,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
44,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
45,STF-7dfe6d32,Gina Moore,doctor,emergency,0,STF-702887af,0
46,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
47,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
48,STF-7dfe6d32,Gina Moore,doctor,emergency,0,STF-702887af,0
49,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
50,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
51,STF-7dfe6d32,Gina Moore,doctor,emergency,0,STF-702887af,0
52,STF-7dfe6d32,Gina Moore,doctor,emergency,1,STF-702887af,0
1,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
2,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
3,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0,STF-249f63bb,0
4,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
5,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0,STF-249f63bb,0
6,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0,STF-249f63bb,0
7,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
8,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0,STF-249f63bb,0
9,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0,STF-249f63bb,0
10,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
11,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
12,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0,STF-249f63bb,0
13,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
14,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
15,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0,STF-249f63bb,0
16,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
17,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0,STF-249f63bb,0
18,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0,STF-249f63bb,0
19,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
20,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
21,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0,STF-249f63bb,0
22,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
23,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
24,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0,STF-249f63bb,0
25,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0,STF-249f63bb,0
26,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
27,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0,STF-249f63bb,0
28,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
29,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
30,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0,STF-249f63bb,0
31,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
32,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
33,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0,STF-249f63bb,0
34,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0,STF-249f63bb,0
35,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
36,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0,STF-249f63bb,0
37,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
38,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
39,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0,STF-249f63bb,0
40,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
41,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
42,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0,STF-249f63bb,0
43,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
44,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
45,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0,STF-249f63bb,0
46,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
47,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
48,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0,STF-249f63bb,0
49,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
50,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
51,STF-ebbeb197,Gabrielle Davis,nurse,emergency,0,STF-249f63bb,0
52,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1,STF-249f63bb,0
1,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0,STF-094f410b,0
2,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
3,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0,STF-094f410b,0
4,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
5,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
6,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0,STF-094f410b,0
7,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
8,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
9,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0,STF-094f410b,0
10,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
11,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
12,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0,STF-094f410b,0
13,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
14,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
15,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0,STF-094f410b,0
16,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
17,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
18,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0,STF-094f410b,0
19,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
20,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
21,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0,STF-094f410b,0
22,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
23,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
24,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0,STF-094f410b,0
25,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
26,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
27,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0,STF-094f410b,0
28,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
29,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
30,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0,STF-094f410b,0
31,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
32,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
33,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0,STF-094f410b,0
34,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
35,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
36,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0,STF-094f410b,0
37,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
38,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
39,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0,STF-094f410b,0
40,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
41,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0,STF-094f410b,0
42,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0,STF-094f410b,0
43,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
44,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
45,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0,STF-094f410b,0
46,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
47,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
48,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0,STF-094f410b,0
49,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
50,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
51,STF-d3c13ca9,Ryan Munoz,nurse,emergency,0,STF-094f410b,0
52,STF-d3c13ca9,Ryan Munoz,nurse,emergency,1,STF-094f410b,0
1,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
2,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
3,STF-4e69ee46,Monica Herrera,nurse,emergency,0,STF-d7ab0c23,0
4,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
5,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
6,STF-4e69ee46,Monica Herrera,nurse,emergency,0,STF-d7ab0c23,0
7,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
8,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
9,STF-4e69ee46,Monica Herrera,nurse,emergency,0,STF-d7ab0c23,0
10,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
11,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
12,STF-4e69ee46,Monica Herrera,nurse,emergency,0,STF-d7ab0c23,0
13,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
14,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
15,STF-4e69ee46,Monica Herrera,nurse,emergency,0,STF-d7ab0c23,0
16,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
17,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
18,STF-4e69ee46,Monica Herrera,nurse,emergency,0,STF-d7ab0c23,0
19,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
20,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
21,STF-4e69ee46,Monica Herrera,nurse,emergency,0,STF-d7ab0c23,0
22,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
23,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
24,STF-4e69ee46,Monica Herrera,nurse,emergency,0,STF-d7ab0c23,0
25,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
26,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
27,STF-4e69ee46,Monica Herrera,nurse,emergency,0,STF-d7ab0c23,0
28,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
29,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
30,STF-4e69ee46,Monica Herrera,nurse,emergency,0,STF-d7ab0c23,0
31,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
32,STF-4e69ee46,Monica Herrera,nurse,emergency,0,STF-d7ab0c23,0
33,STF-4e69ee46,Monica Herrera,nurse,emergency,0,STF-d7ab0c23,0
34,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
35,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
36,STF-4e69ee46,Monica Herrera,nurse,emergency,0,STF-d7ab0c23,0
37,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
38,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
39,STF-4e69ee46,Monica Herrera,nurse,emergency,0,STF-d7ab0c23,0
40,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
41,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
42,STF-4e69ee46,Monica Herrera,nurse,emergency,0,STF-d7ab0c23,0
43,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
44,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
45,STF-4e69ee46,Monica Herrera,nurse,emergency,0,STF-d7ab0c23,0
46,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
47,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
48,STF-4e69ee46,Monica Herrera,nurse,emergency,0,STF-d7ab0c23,0
49,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
50,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
51,STF-4e69ee46,Monica Herrera,nurse,emergency,0,STF-d7ab0c23,0
52,STF-4e69ee46,Monica Herrera,nurse,emergency,1,STF-d7ab0c23,0
1,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
2,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
3,STF-a373df11,Jamie Arnold,nurse,emergency,0,STF-e51bdcb4,0
4,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
5,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
6,STF-a373df11,Jamie Arnold,nurse,emergency,0,STF-e51bdcb4,0
7,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
8,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
9,STF-a373df11,Jamie Arnold,nurse,emergency,0,STF-e51bdcb4,0
10,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
11,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
12,STF-a373df11,Jamie Arnold,nurse,emergency,0,STF-e51bdcb4,0
13,STF-a373df11,Jamie Arnold,nurse,emergency,0,STF-e51bdcb4,0
14,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
15,STF-a373df11,Jamie Arnold,nurse,emergency,0,STF-e51bdcb4,0
16,STF-a373df11,Jamie Arnold,nurse,emergency,0,STF-e51bdcb4,0
17,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
18,STF-a373df11,Jamie Arnold,nurse,emergency,0,STF-e51bdcb4,0
19,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
20,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
21,STF-a373df11,Jamie Arnold,nurse,emergency,0,STF-e51bdcb4,0
22,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
23,STF-a373df11,Jamie Arnold,nurse,emergency,0,STF-e51bdcb4,0
24,STF-a373df11,Jamie Arnold,nurse,emergency,0,STF-e51bdcb4,0
25,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
26,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
27,STF-a373df11,Jamie Arnold,nurse,emergency,0,STF-e51bdcb4,0
28,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
29,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
30,STF-a373df11,Jamie Arnold,nurse,emergency,0,STF-e51bdcb4,0
31,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
32,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
33,STF-a373df11,Jamie Arnold,nurse,emergency,0,STF-e51bdcb4,0
34,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
35,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
36,STF-a373df11,Jamie Arnold,nurse,emergency,0,STF-e51bdcb4,0
37,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
38,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
39,STF-a373df11,Jamie Arnold,nurse,emergency,0,STF-e51bdcb4,0
40,STF-a373df11,Jamie Arnold,nurse,emergency,0,STF-e51bdcb4,0
41,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
42,STF-a373df11,Jamie Arnold,nurse,emergency,0,STF-e51bdcb4,0
43,STF-a373df11,Jamie Arnold,nurse,emergency,0,STF-e51bdcb4,0
44,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
45,STF-a373df11,Jamie Arnold,nurse,emergency,0,STF-e51bdcb4,0
46,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
47,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
48,STF-a373df11,Jamie Arnold,nurse,emergency,0,STF-e51bdcb4,0
49,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
50,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
51,STF-a373df11,Jamie Arnold,nurse,emergency,0,STF-e51bdcb4,0
52,STF-a373df11,Jamie Arnold,nurse,emergency,1,STF-e51bdcb4,0
1,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
2,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
3,STF-ac9813b7,Lisa Hensley,nurse,emergency,0,STF-8cabb71f,0
4,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
5,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
6,STF-ac9813b7,Lisa Hensley,nurse,emergency,0,STF-8cabb71f,0
7,STF-ac9813b7,Lisa Hensley,nurse,emergency,0,STF-8cabb71f,0
8,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
9,STF-ac9813b7,Lisa Hensley,nurse,emergency,0,STF-8cabb71f,0
10,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
11,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
12,STF-ac9813b7,Lisa Hensley,nurse,emergency,0,STF-8cabb71f,0
13,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
14,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
15,STF-ac9813b7,Lisa Hensley,nurse,emergency,0,STF-8cabb71f,0
16,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
17,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
18,STF-ac9813b7,Lisa Hensley,nurse,emergency,0,STF-8cabb71f,0
19,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
20,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
21,STF-ac9813b7,Lisa Hensley,nurse,emergency,0,STF-8cabb71f,0
22,STF-ac9813b7,Lisa Hensley,nurse,emergency,0,STF-8cabb71f,0
23,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
24,STF-ac9813b7,Lisa Hensley,nurse,emergency,0,STF-8cabb71f,0
25,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
26,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
27,STF-ac9813b7,Lisa Hensley,nurse,emergency,0,STF-8cabb71f,0
28,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
29,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
30,STF-ac9813b7,Lisa Hensley,nurse,emergency,0,STF-8cabb71f,0
31,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
32,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
33,STF-ac9813b7,Lisa Hensley,nurse,emergency,0,STF-8cabb71f,0
34,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
35,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
36,STF-ac9813b7,Lisa Hensley,nurse,emergency,0,STF-8cabb71f,0
37,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
38,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
39,STF-ac9813b7,Lisa Hensley,nurse,emergency,0,STF-8cabb71f,0
40,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
41,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
42,STF-ac9813b7,Lisa Hensley,nurse,emergency,0,STF-8cabb71f,0
43,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
44,STF-ac9813b7,Lisa Hensley,nurse,emergency,1,STF-8cabb71f,0
45,STF-ac9813b7,Lisa Hensley,nurse,emergency,0,STF-8cabb71f,0
